TP13;TP9;v3;<business>Y</business>;<earlytermination>N</earlytermination>
TP13;TP10;v3;<business>Y</business>;<earlytermination>N</earlytermination>
TP13;TP12;v3;<business>Y</business>;<earlytermination>N</earlytermination>
TP13;TP14;v3;<business>Y</business>;<earlytermination>N</earlytermination>
TP13;TP19;v3;<business>Y</business>;<earlytermination>N</earlytermination>
TP14;TP9;v3;<business>Y</business>;<earlytermination>N</earlytermination>
TP14;TP10;v3;<business>Y</business>;<earlytermination>N</earlytermination>
TP14;TP12;v3;<business>Y</business>;<earlytermination>N</earlytermination>
TP14;TP13;v3;<business>Y</business>;<earlytermination>N</earlytermination>
TP14;TP15;v3;<business>Y</business>;<earlytermination>N</earlytermination>
TP14;TP15;v3;<business>Y</business>;<earlytermination>Y</earlytermination>
